str_no_string|¡NO STRING!
str_npc1_home_description_2|No son muy duros con nosotros, los campesinos, y no nos ponen muchos impuestos... no podríamos pagarlos, de todos modos. Esta tierra no es buena para la mayoría de cultivos. La verdad, sólo es buena para criar caballos, y la mitad del año nada más, en invierno cuando terminan las lluvias. En verano se llevan las manadas hacia las montañas. Las caravanas llegan desde más allá de las colinas y traen especias a Tulga, pero no vemos mucho dinero de ése en las aldeas.
str_npc2_home_description_2|Me había surtido de azafrán, canela, clavo, pimienta y otras especias, además de un baúl lleno de denares. Estimé que podía comprar telas, pieles, terciopelo, hierro y lana, y caballos extra para llevarlos de regreso, y además obtener ganancias. El problema es que no pensé en los Khergitas, a quienes aparentemente no les hace gracia que otros se interpongan en su monopolio.
str_npc3_home_description_2|Los poetas llaman a Veluca el paraíso y por una vez creo que no exageran.
str_npc4_home_description_2|¿Y cómo es que sé yo esto? Bueno... me secuestraron y pidieron rescate, pero yo me escapé. Realmente no hay mucho más que contar.
str_npc5_home_description_2|Claro, ya sabéis cómo son las cosas. Los hombres de la generación de mi padre eran duros guerreros de las tierras frías de más allá de las montañas, pero esta generación tiene grandes casas en las ciudades y muchas tierras, y pasan tanto tiempo comerciando como practicando la arquería. La próxima generación se pasará el día bebiendo vino de Veluca y perderá sus tierras frente a las bandas analfabetas de salteadores que vengan de las colinas, ya lo veréis. Así son las cosas, y así serán siempre.
str_npc6_home_description_2|Los de Suno tampoco olvidamos nunca un insulto, y vengamos cualquier ofensa que se nos haga. Ese honor a la antigua usanza de Calradia es, diría yo, lo que me ha llevado a caer en desgracia así. Pero pese a ello, estoy orgulloso de ser de esta región. Nuestro señor es vasallo del rey Swadiano de Praven, pero para nosotros ése no es más que otro jefe bárbaro, nosotros somos los verdaderos herederos del Imperio.
str_npc7_home_description_2|Se nos permitía pescar en el río, criar cerdos en las orillas y cultivar lo que pudiéramos en nuestras parcelas, pero en espacios abiertos solamente se nos permitía cultivar lino para llevar a Sargoth e hilarlo. Por eso siempre estábamos hambrientos y débiles, y nunca tuvimos el coraje de rebelarnos.
str_npc8_home_description_2|Las historias de los juglares le dieron a Gundig la excusa para crear una banda de guerreros... no es que nosotros los nórdicos necesitemos excusas, claro. Atravesó los mares, unió a los nórdicos de Calradia bajo un estandarte y marchó hacia la Roca de Rivacheg. Los Vaegires lo mataron y tiraron su estandarte al mar. Pero los nórdicos siguen llegando y algún día Calradia será nuestra.
str_npc9_home_description_2|Al igual que los nórdicos pueden llamar a los suyos de allende los mares, el Rey Vaegir llama a los suyos de las montañas. Si mi padre no me hubiera desheredado, también yo hubiera jurado lealtad al señor de Reyvadin. Pero al negárseme mi herencia también se me negaron mis obligaciones. Peor para el Rey Vaegir.
str_npc10_home_description_2|Aquí plantamos moreras para obtener seda y tintes. Lo llevamos todo a Jelkala, donde hilan los mejores terciopelos, no es que yo haya tenido nunca suficiente dinero como para comprar terciopelo, ojo. Pero los artesanos de Jelkala también fabrican buenas ballestas y por eso no desprecio sus pequeños lujos.
str_npc11_home_description_2|El Rey Swadiano os dirá que Praven era la mayor ciudad de Calradia en tiempos del Imperio y por eso él debería ser el que gobierne toda esta tierra. Mirad, no me interesa la política, {señor/señora}, yo he vendido provisiones a todos los ejércitos que han marchado por Calradia y dejadme deciros que no daría una galleta a ninguno de ellos a menos que me pagaran antes. Nunca sabré por qué estos poderosos y grandes reyes y nobles no pueden pagar sus deudas. Pero ya estoy parloteando, ¿no es así?
str_npc12_home_description_2|La diferencia entre el veneno y la cura es la dosis. Decídselo a todas las personas que conozcáis, y decidles que os lo dijo Jeremus el Grande. La gente cree que toda la sabiduría digna de ser conocida se encuentra escrita en Calrádico antiguo, pero yo os digo que podéis aprender el doble de las matronas de las aldeas y de la naturaleza misma que de todo el códice imperial. Por eso me echaron de la universidad, aunque bien pensado fue una bendición. En fin, al final curé a aquel noble y además de darme un saco de dinero, me regaló el cadáver de un criminal recién colgado para estudiar. ¡Ja! Y pensar en lo que tenía que hacer por aquel entonces para conseguir un cuerpo.
str_npc13_home_description_2|Al final tuve que irme, y a veces me pregunto si llevará un pequeño pastorcillo colgado a su espalda mientras conduce las vacas hasta los pastos cada mañana. Estoy tentado de ir a buscarla... pero no, no, no debo mirar atrás.
str_npc14_home_description_2|Si alguien intentara unificar esta tierra nuestra, le serviría gratis. Crearía un ejército de lanceros Rhodok con infantería Nórdica en los flancos y arqueros Vaegires al frente, utilizaría algunos exploradores Khergitas para localizar al enemigo y mis caballeros Swadianos acabarían con ellos. Llevaría a mi ejército a través de las montañas y haría que el mundo se arrodillara frente a Calradia... Claro, eso mismo es lo que pensaron los Emperadores y al final las tribus les arrebataron su Imperio.
str_npc15_home_description_2|Y lo gracioso es que cuando los Rhodok se rebelaron contra los Swadianos, dijeron que no permitirían que ningún noble les gobernara. Ya veis cuánto duró eso. Un jefe Rhodok se asienta en Culmarr, se hace llamar 'Conde' y los buenos burgueses de Jelkala y Veluca tienen que lamer sus botas si quieren vender sus vinos y terciopelos fuera de Calradia. Y si queréis mantener a los condes controlados y a los campesinos llevando comida a las ciudades en vez de vendérsela al mejor postor, entonces también necesitaréis un rey, ¿verdad? Las tierras de los Rhodok son iguales al resto, no importa lo que digan acerca de la 'libertad' y sus 'antiguos derechos'.
str_npc16_home_description_2|Aún así, era una vida precaria, y siempre había demasiadas bocas que alimentar alrededor. El rey de los Vaegir y el khan Khergita no nos hacen la vida más fácil, asfixian a las aldeas bajo su control con impuestos, y asaltan las demás para llevarse todo lo que pueden. Por supuesto, yo haría lo mismo si tuviera un castillo y un ejército propios. Los poderosos hacen todo cuanto pueden, y los humildes hacen todo cuanto deben.
str_npc1_home_recap|Provengo de la estepa, cerca de {s21}.
str_npc2_home_recap|Nací en las montañas. Soy mercader, hijo de un mercader y nieto de un mercader.
str_npc3_home_recap|Vivía en casa de mi padre, en {s20}, pero pasé gran parte de mi infancia en {s21}.
str_npc4_home_recap|Nuestro baronato ancestral está en las montañas, atravesando el paso de Culdarr.
str_npc5_home_recap|Nací en las tierras altas, al otro lado de las montañas, pasando Tulga, pero tengo familiares en {s21}.
str_npc6_home_recap|Mi familia vive en {s21}, pero no puedo soportar la idea de encontrármelos.
str_npc7_home_recap|Nací en una casucha en las ciénagas, no lejos de {s21}.
str_npc8_home_recap|Nací al otro lado del mar, en las tierras del Norte, donde están también las propiedades de mi marido.
str_npc9_home_recap|Soy de las tierras Vaegir, más allá de las montañas, donde los señores Vaegires vivían antes de que el Emperador los trajera a Calradia.
str_npc10_home_recap|Nací y me crié en Jelkala, {Hermano/Hermana}, y espero poder comprar tierra allí un día. Pero antes quiero ver el mundo, por eso tomé mi ballesta y me alisté en la guerra.
str_npc11_home_recap|Nací en un ejército y me crié en un ejército. Mi familia es de Praven, sin embargo, así que supongo que ése podría ser también mi hogar.
str_npc12_home_recap|Provengo de allende los mares. Viajo por el mundo buscando conocimiento médico.
str_npc13_home_recap|Oh, lejos de aquí, mi {señor/señora}, de lo contrario ya habríais oído hablar sobre mí y no sería necesario que lo preguntarais.
str_npc14_home_recap|Soy el hijo pequeño del Conde de Geroia.
str_npc15_home_recap|Provengo de las colinas. Pero Calradia es buen sitio para hacer dinero, si se trabaja en este negocio.
str_npc16_home_recap|Bueno, {capitán/capitana}, nací en la aldea de Uslum, pero mi madre perdió sus tierras debido al engaño de un pariente y tuvo que ponerse al servicio de un señor cercano.
str_npc1_honorific|{jefe/jefa}
str_npc2_honorific|{señor/señora}
str_npc3_honorific|{señor/señora}
str_npc4_honorific|{capitán/capitana}
str_npc5_honorific|{playername} Bahadur
str_npc6_honorific|{capitán/capitana}
str_npc7_honorific|{capitán/capitana}
str_npc8_honorific|{playername}
str_npc9_honorific|{mi buen señor/mi buena señora}
str_npc10_honorific|{Hermano/Hermana}
str_npc11_honorific|{muchacho/niña}, quiero decir, {capitán/capitana}
str_npc12_honorific|{capitán/capitana}
str_npc13_honorific|oh, valiente
str_npc14_honorific|comandante
str_npc15_honorific|{capitán/capitana}
str_npc16_honorific|{capitán/capitana}
str_npc1_kingsupport_1|Es una excelente idea, {Jefe/Jefa}. Todos estos reyes y khanes y nobles recién llegados que nos gobiernan ahora, con sus cárceles y sus horcas y sus patíbulos, sus latigazos y sus hierros al fuego, sus ahorcamientos para cualquier hombre que, azuzado por los llantos de sus hijos, robe una hogaza de pan, o tal vez un caballo... Calradia merece algo mejor.
str_npc2_kingsupport_1|Bueno, capitán, yo os apoyaría. Creo que con vos Calradia tendría el gobierno ilustre que necesita desde hace tiempo. 
str_npc3_kingsupport_1|Bueno, mi señor... yo me preocuparía por vos. Nuestra historia nos dice que el poder tiende a corromper. Pero al final, me reconforta la compasión y buen juicio que habéis mostrado como capitán de esta compañía.
str_npc4_kingsupport_1|Bueno, capitán, creo que vos seríais la clase de {rey/reina} que los caballeros de noble cuna como yo seguirían orgullosos a la batalla...
str_npc5_kingsupport_1|Una buena idea, Bahadur. Habéis demostrado que sabéis cómo dirigir a vuestros hombres. Preocupaos ahora de gobernarlos con justicia...
str_npc6_kingsupport_1|No soy quien para juzgar vuestro derecho a reclamar el trono. No obstante, creo que a diferencia de otros reyes tenéis la capacidad de unificar esta tierra... y eso pondría fin a estas guerras interminables entre reinos, entre nobles, entre hermanos, que nos han hecho caer en desgracia ante los cielos.
str_npc7_kingsupport_1|Sí... lo haréis bien. Sabéis cómo tratar con bandidos y rufianes.
str_npc8_kingsupport_1|La saga de Bjernstad nos cuenta que cuando un hombre realiza grandes hazañas, más allá de las de otros hombres de su tiempo, puede reclamar el trono. Yo diría que vos estáis en posición de reclamarlo.
str_npc9_kingsupport_1|Muy bien, mi {señor/señora}. Soy de sangre Vaegir, pero Yaroglek no hizo nada por mí cuando me arrebataron mi herencia. Así pues, no le debo nada, y lo que digo es '¡Que el trono vaya al más valiente!' Que sois vos, {señor/mi señora}.
str_npc10_kingsupport_1|Bueno, {Hermano/Hermana}, supongo que deben existir {reyes/reyes y reinas}, y si deben existir {reyes/reyes y reinas}, entonces vos seríais {tan buen rey/tan buena reina} como cualquiera...
str_npc11_kingsupport_1|¡Vaya, es una gran idea, {chico/chica}! Supongo que tendré que aprender a llamaros 'Majestad', o {'Mi Señor'/'Mi Señora'}, entonces...
str_npc12_kingsupport_1|Sin duda seréis un gran rey, capitán. Me considero bueno juzgando a la gente, y vos habéis demostrado una capacidad para la compasión que supera con mucho a la de esos otros que se llaman a sí mismos monarcas.
str_npc13_kingsupport_1|¡Eso estaría muy bien, {señor/mi señora}! Hay muchas historias de héroes que han demostrado su valía para portar la corona a través de su coraje. Tal vez conozcáis la canción de Antaran hijo de Ashdab, que salió de entre las masas para convertirse en rey de Dabarah. ¡Una historia fantástica!
str_npc14_kingsupport_1|Bueno, {señor/señora}, los cielos han establecido una jerarquía en este mundo, y normalmente yo no aprobaría una usurpación. Pero también creo que los reyes de esta tierra son débiles y patéticos, no dignos de llevar el nombre de rey, y eso deja a la corona libre para ser tomada por un gobernante mejor, como vos.
