stringsfile version 1
3399
str_no_string NO_STRING!
str_npc7_kingsupport_3 I'll_tell_you_what,_captain._Give_me_a_few_weeks_and_I'll_go_to_some_of_these_villages_--_stinking_hovels_that_they_are,_but_I_reckon_I_can_take_care_of_myself_these_days._I'll_tell_the_people_there_that_once_you_unify_this_land,_you'll_wipe_it_clean_of_banditry._You'll_erect_gallows_along_the_roads_and_keep_them_well-stocked_with_broken-necked_thieves,_so_that_every_passerby_knows_that_the_wages_of_indecency_is_death.
str_npc8_kingsupport_3 Good!_Then_give_me_a_few_weeks_and_I'll_go_about_the_courts_of_this_land,_letting_it_be_known_that_you're_a_{king/ruler}_who_respects_the_thegns_and_their_ancient_rights._You_won't_go_sticking_your_royal_nose_where_it_doesn't_belong,_and_Calradia_will_be_the_better_for_it.
str_npc9_kingsupport_3 It's_perfectly_sensible,_{sir/madame}_--_and_we'll_be_free_of_those_cursed_writs_and_burghers'_petitions_and_scrolls_that_take_up_all_of_my_time_and_yours,_when_we_should_both_be_out_fighting_for_the_glory_of_your_kingdom._Give_me_leave_and_I'll_spread_word_among_the_noble_lords_of_this_land_that_you're_here_to_restore_the_old_ways,_and_I'll_bet_there_will_plenty_who_will_follow_you_into_battle.
str_npc10_kingsupport_3 Well_then,_{Brother/Sister},_give_me_leave_for_a_few_weeks_and_I_can_go_about_this_land,_letting_the_common_folk_know_that_you_will_rule_justly_and_equitably,_and_that_lord_and_common_alike_should_be_one_before_your_law._Men_will_speak_of_you_as_{king/queen},_and_that's_a_good_start_to_becoming_one...
str_npc11_kingsupport_3 I_can't_recall_now,_but_if_you_let_me_go_back_to_my_home,_I_could_find_an_old_greybeard_who_remembers_it_in_full._And,_I_could_put_it_around_that_you've_got_the_mark_of_kings_on_your_hand!_There's_many_where_I_come_from_who_are_waiting_for_a_just_ruler,_and_a_man's_hands_tell_all_that's_worth_knowing_about_him._Give_me_a_few_weeks,_and_I'll_reckon_I_can_have_quite_a_few_expecting_you_to_be_their_next_{king/queen}.
str_npc12_kingsupport_3 But_you_know_what?_There_was_no_'imperial'_law_when_it_came_to_the_crown._Sometimes_one_emperor_handed_the_empire_to_his_son._Sometimes_he_split_it_between_his_generals._Sometimes_one_emperor_murdered_the_last._There's_no_right_'Calradic'_way_to_crown_a_{king/king_or_queen},_and_thus_it_makes_sense_that_the_crown_should_go_to_the_one_most_fit_to_govern_--_which_would_be_you,_naturally._Give_me_a_couple_of_weeks,_and_I'll_write_a_tract_which_proves_it_and_find_a_copyist_to_post_a_version_in_every_town_tavern_in_the_land._What_do_you_say_to_that_idea,_captain?
str_npc13_kingsupport_3 Then_give_me_leave_for_a_few_weeks,_oh_gallant_one,_and_I_will_spin_such_a_tale_as_would_stir_even_the_dullest_heart,_inspiring_admiration_for_your_virtues,_compassion_for_your_hardships,_and_indignation_at_those_who_would_stand_in_your_way._I_assume,_of_course,_that_I_would_be_able_to_take_a_certain_amount_of_poetic_license_with_the_details?
str_npc14_kingsupport_3 Give_me_leave_for_a_few_weeks,_{sir/madame},_and_I_will_let_all_the_worthy_men_of_this_land_know_that_you_are_the_one_to_unite_not_just_Calradia,_but_all_the_other_Calradic_dominions._For_according_to_my_thinking,_no_one_should_be_{king/king_or_queen}_here_unless_they_have_the_capacity_to_rule_the_entirety_of_the_realm_--_and_you_alone_have_demonstrated_such_a_capacity,_{sir/madamge}.
str_npc15_kingsupport_3 I'm_glad_you_think_so._Here's_what_I_suggest._I_know_men_in_the_guilds_here,_men_like_me,_who've_been_shafted_and_shaken_down_until_they_can_take_no_more._Here's_what_I'll_tell_them_--_you're_honest._You_respect_the_burghers._You'll_pay_your_debts._You_won't_beggar_your_subjects.
str_npc16_kingsupport_3 Give_me_leave_for_a_few_weeks,_and_I'll_do_a_little_tour_of_my_former_employers'_castles._I'll_sing_them_a_pretty_song_about_what_you'll_do_as_{king/queen},_about_all_the_ancient_freedoms_you'll_restore_--_let_them_rob_their_tenants_and_tax_the_merchants_and_fight_their_wars_and_spend_themselves_silly_without_a_thought_to_tomorrow,_as_a_noble_ought!_What_do_you_say_to_that,_captain?
str_npc1_kingsupport_objection Boss_--_you've_given_leave_to_Alayen_to_go_tell_the_nobles_that_they_will_have_rights_over_pasture,_market,_and_forest?_I_can't_say_I_like_that._Give_him_his_way,_and_he'll_set_up_gibbets_in_every_village_in_the_land,_where_there_will_dangle_some_poor_sod_like_me_who_thought_he_might_pick_up_a_bow,_head_to_the_woods_and_put_a_bit_of_meat_on_his_table.
str_npc2_kingsupport_objection Um,_captain._Matheld_has_ridden_off_to_tell_the_lords_of_this_land_that_you'll_let_them_settle_their_quarrels_by_force_and_violence._You_know_they_rarely_actually_fight_each_other,_right?_Most_of_the_time,_it's_the_traders_and_travellers_on_the_roads_between_their_castles_that_get_clobbered_in_their_petty_disputes._Any_excuse_to_shake_down_a_caravan,_they'll_take._I_really_hope_that_she_misunderstood_you,_sir.
str_npc3_kingsupport_objection Captain_--_Deshavi_has_set_off_on_some_sort_of_expedition,_which_she_says_that_you_countenanced._She_says_that_she_will_go_about_the_villages_of_this_land,_telling_the_poor_villagers_that_once_you_are_{king/queen},_you_intend_to_hang_all_thieves_and_bandits._{Sir/Madame},_I_am_a_merchant's_daughter,_and_know_well_the_scourge_of_banditry._I_also_know_that_Deshavi_has_suffered_great_wrongs._But_surely_you_do_not_intend_to_hang_men_indiscriminately._There_must_be_some_place_for_mercy_in_your_kingdom
str_npc4_kingsupport_objection Captain._Artimenner_has_set_off_on_a_journey,_telling_the_burghers_that_you_claim_the_throne_because_you_know_how_to_balance_your_accounts._That's_nonsense._Nobles_and_kings_fight_and_rule._If_they_had_to_haggle_over_wages_and_overruns_with_every_passing_vagabond_who_ever_did_a_scrap_of_work_on_their_estates,_then_there_would_be_nothing_but_disorder_and_chaos.
str_npc5_kingsupport_objection {playername}_Bahadur_--_I_overhead_what_you_told_Ymira._But_I_wonder_--_if_the_lords_who_live_from_farming,_and_the_merchants_who_earn_from_trade,_are_allowed_to_determine_what_taxes_will_be_leveed,_then_who_will_be_taxed?_Those_who_live_from_flocks,_of_course_--_my_people,_the_people_of_the_steppes._I_would_have_nothing_to_do_with_these_councils,_Bahadur_--_all_free_men_should_be_one,_under_the_khan,_and_that_is_the_end_of_it.
str_npc6_kingsupport_objection I_understand_that_you_have_dispatched_Rolf_to_fabricate_a_claim_of_royal_descent._I_have_to_tell_you,_{sir/madame}_--_I_do_not_think_that_the_heavens_will_smile_on_such_an_attempt_to_take_the_throne_by_fraud.
str_npc7_kingsupport_objection I_have_heard_what_you_told_Bunduk,_about_giving_every_common_criminal_the_right_of_appeal_to_the_{king/ruler}._I_do_not_approve._Bandits_should_be_hanged_when_caught._Give_them_a_trial_or_an_appeal,_and_they_will_talk_their_way_out_of_the_noose._Bunduk_is_a_good_man,_but_no_man_can_fully_understand_what_these_wolves_in_human_form_do_to_women
str_npc8_kingsupport_objection Captain_--_you_have_dispatched_Firentis_to_tell_the_lords_of_this_land_that_you_intend_to_impose_a_peace,_under_which_no_one_should_settle_their_disputes_by_the_sword._Would_you_have_us_all_die_in_our_beds,_then?_That_is_a_great_shame,_for_my_people._A_{king/sovereign}'s_duty_is_to_lead_us_into_battle,_not_to_tell_us_how_to_handle_our_quarrels_and_differences.
str_npc9_kingsupport_objection {Sir/Madame}_--_it_is_with_great_regret_that_I_have_learned_that_you_have_told_Baheshtur_to_let_his_people_know_that_you_will_allow_them_to_lead_their_flocks_over_the_lands_of_their_betters._I_hope_that_I_am_mistaken_about_this,_sir._The_money_we_demand_is_but_small_compensation_for_the_damage_they_cause_to_our_flocks_and_the_pollution_of_our_water_sources._My_{lord/lady},_if_your_future_kingdom_is_to_be_some_nomads'_paradise,_then_I_for_one_do_not_look_forward_to_it.
str_npc10_kingsupport_objection I_hear_that_you've_got_Nizar_spinning_poems_to_justify_your_ascent_to_the_throne._I_can't_say_I_approve,_{Brother/Sister}._If_men_fight_for_a_{king/sovereign},_it_should_be_because_they_know_they're_going_to_get_something_good_out_of_it,_not_because_they've_taken_a_liking_to_a_silly_song.
str_npc11_kingsupport_objection I_hear_that_Lezalit_is_off_and_about_telling_folks_that_you're_going_to_make_yourself_{king/queen}_and_then_lead_an_army_over_the_mountains._Shall_there_be_no_end_to_these_wars,_{laddie/lassie}?_I_was_thinking_that_if_you_made_yourself_{king/queen},_then_maybe_you'd_give_us_a_bit_of_peace._But_I_guess_the_heavens_have_made_Calradian_blood_to_be_spilt,_and_Calradian_bones_to_be_broken,_and_there's_no_getting_round_their_decree.
str_npc12_kingsupport_objection Captain._I_hear_that_you've_gone_and_made_Klethi,_of_all_people,_some_sort_of_ambassador_to_the_aristocracy._I_shudder_to_think_of_what_that_amoral_girl_might_be_promising_them_on_your_behalf_--_and_dignifying_all_these_gross_indulgences_by_calling_them_'ancient_freedoms.'_By_doing_this,_you_mock_those_of_us_who_who_had_hoped_that_you_would_have_helped_Calradia_escape_its_bloody_past,_and_move_towards_a_new_age_of_peace_and_learning._Enough,_I_have_said_my_peace.
str_npc13_kingsupport_objection Oh_valiant_one_--_I_hear_that_you_have_given_leave_to_Jeremus_to_produce_some_testily-worded_dissertation_that_undermines_everything_the_people_of_this_land_hold_dear,_and_accuses_the_old_emperors_of_murder_and_usurpation._Captain_--_I_know_as_a_poet_that_people_must_have_heroes_to_emulate,_and_a_golden_age_to_restore._Will_you_create_a_kingdom_in_which_cynics_and_scholars_tell_us_what_we_must_believe?_I_can_think_of_nothing_more_dull.
str_npc14_kingsupport_objection I_understand_that_you've_sent_your_man_Borcha_to_proclaim_to_all_Calradia_that_you_intend_to_free_all_the_miscreants_of_this_land_upon_your_accession_to_the_throne._What_a_foul_idea..._Men_must_be_governed,_{sir/madame}_--_with_whips_and_chains_and_the_noose,_if_necessary._You'll_find_that_out_the_hard_way_if_you_become_{king/queen},_I'll_warrant.
str_npc15_kingsupport_objection I_understand_that_you've_given_leave_to_Katrin_to_spread_some_nonsense_about_marks_on_your_hands._I_just_want_to_say_that,_as_an_educated_man,_I_find_it_disturbing_that_you_would_resort_to_old_women's_superstitions_to_back_your_claim._Village_women_will_believe_one_thing_one_day,_another_thing_the_next._Now_a_horoscope,_properly_cast_by_an_astrologer_at_a_royal_university_with_a_reputation_to_uphold,_might_tell_you_something_worth_knowing,_but_those_have_not_been_performed_in_Calradia_for_some_time.
str_npc16_kingsupport_objection Oy_--_Captain!_I_hear_that_Marnid's_gone_off_to_sing_a_pretty_song_to_the_merchants,_on_how_you'll_hand_them_Calradia_on_a_silver_platter_for_them_to_feast_upon,_smack_their_lips,_and_suck_the_marrow_from_the_bones._I_hope_that's_just_a_tale_you're_telling._A_noble_lord_will_at_least_toss_a_few_coppers_to_the_poor_when_he_holds_his_feasts,_and_will_make_sure_that_the_servants_go_home_with_full_bellies._A_merchant_marries_his_daughter,_and_you'd_be_lucky_to_get_a_few_crusts_and_scraps_of_gristle_from_the_table._That's_my_experience,_anyway.
str_npc1_intel_mission Well,_Boss,_as_it_happens,_I_have_a_few_cousins_over_in_{s17},_and_unlike_some_in_my_family,_they_can_still_stand_the_sight_of_me._They_deal_in_horses_---_I've_even_been_able_to_supply_them_with_stock_from_time_to_time_--_and_so_they_get_to_pick_up_a_bit_of_the_gossip_round_the_castles_and_great_halls_of_the_{s18}._I_could_go_over_there_for_a_few_days_and_tell_you_what_I_find_out.
str_npc2_intel_mission {Sir/My_lady},_if_you're_interested_in_events_in_{s18},_I_can_still_make_contact_with_my_old_trading_partners_in_{s17}._They're_usually_well-informed_about_political_events.
str_npc3_intel_mission Captain,_although_I_cannot_return_to_my_father's_house_in_{s17},_I_still_may_make_contact_with_my_sister._She_will_be_privy_to_the_councils_of_the_great_merchant_houses,_and_may_tell_us_much_about_the_state_of_the_{s18}.
str_npc4_intel_mission Captain,_if_you_could_spare_me_for_a_few_days,_I_would_like_to_look_up_an_old_comrade-in-arms_in_{s17},_who_has_from_time_to_time_led_a_small_company_in_the_pay_of_the_{s18}._He_is_a_good_man,_the_kind_who_speaks_little_and_listens_much._I'm_sure_over_a_drink_or_two_he_might_let_us_know_which_way_the_political_winds_are_blowing_in_those_parts.
str_npc5_intel_mission If_you_like,_{playername}_Bahadur,_I_can_take_a_few_days_to_visit_my_mother's_sister's_people._They_work_in_a_caravanserie_in_{s17},_and_hear_the_news_from_all_across_the_{s18}._They_may_have_some_gossip_about_the_feuds_and_rivaries_of_the_great_lords,_if_that_is_of_interest_to_you.
str_npc6_intel_mission Captain_--_while_I_am_not_strictly_welcome_in_{s17},_I_would_be_able_to_make_contact_with_some_former_tenants_of_an_estate_of_mine_nearby._I_granted_them_ownership_after_my_abrupt_departure,_and_they_are_now_well-placed_in_society,_and_also_less_inclined_than_most_to_hold_my_crime_against_me._If_you_give_me_a_few_days,_I_may_be_able_to_collect_some_interesting_information_about_the_{s18}.
str_npc7_intel_mission Captain._When_I_left_my_former_home_in_{s17},_I_had_promised_myself_that_I_would_never_return,_except_for_the_purposes_of_taking_out_vengeance_on_those_who_wronged_me._Perhaps_I_was_rash._I_am_occasionally_curious_as_to_how_my_family_is_getting_along._Perhaps_I_can_bring_them_some_gifts,_to_let_them_know_what_I_have_made_of_myself!_Any_rate,_they_are_wretched_people,_but_just_as_a_cringing_dog_keeps_its_ear_to_the_wind,_so_do_they._They_may_have_useful_information_about_the_{s18},_if_you_would_give_me_a_few_days_to_pay_them_a_visit.
str_npc8_intel_mission If_you_have_any_interest_in_the_events_in_the_{s18},_a_former_shield-companion_of_mine_retired_and_now_keeps_a_farm_near_{s17}._He_keeps_in_contact_with_a_number_of_other_old_warriors._I_could_visit_him_for_a_few_days,_and_learn_more_about_what_is_going_on_there.
str_npc9_intel_mission {Sir/My_lady}_--_it_has_been_some_time_since_I_sampled_the_delights_of_{s17},_where_gentlefolk_such_as_myself_are_wont_to_partake_of_the_hospitality_of_the_most_puissant_and_generous_lord._If_you_wish,_I_could_perhaps_go_there,_and_let_you_know_something_about_the_concerns_that_weigh_on_the_minds_of_the_great_peers_of_the_{s18}.
str_npc10_intel_mission Captain_--_I_was_thinking_that_some_of_my_old_mates_in_the_garrison_at_{s17}_would_be_glad_to_see_me._They_are_good_lads,_and_would_never_betray_the_city,_but_like_me_they_have_no_particular_affection_for_the_bluebloods_that_command_them,_and_may_be_willing_to_slip_a_little_political_gossip_our_way._The_gentry_are_always_falling_out_over_one_little_thing_or_the_other,_but_the_lads_might_be_able_to_know_if_there's_real_dissent_brewing.
str_npc11_intel_mission {Laddie/Lassie}_--_I_was_thinking_that_it's_been_a_while_since_I_visited_my_kinfolk_in_{s17}._They've_been_kind_enough_to_me_over_the_years,_helping_me_out_during_the_lean_times,_so_I_feel_I'd_like_to_share_some_of_my_newfound_fortune_with_them._I've_also_bought_wholesale_enough_times_from_the_Praven_grain_merchants_for_them_to_trust_me._I'd_reckon_they_might_be_persuaded_to_spill_a_few_tidbits_about_events_in_the_{s18},_if_that_would_interest_you.
str_npc12_intel_mission If_you_wish,_Captain,_I_would_not_mind_taking_the_time_to_pay_a_visit_to_a_pupil_of_mine,_now_employed_by_the_lord_of_{s17}._I_had_great_hopes_for_him,_but_I_have_heard_that_he_has_lately_endorsed_the_use_of_muskmelon_for_the_treatment_of_palsy,_on_the_grounds_that_its_cold_essence_offsets_an_abundance_of_yellow_bile._This_is_a_travesty_of_medicine,_and_I_must_journey_there_swiftly_to_correct_him._While_I_am_there,_if_you_wish,_I_could_question_him_on_the_latest_trends_within_the_{s18},_a_matter_which_may_interest_you.
str_npc13_intel_mission Oh_valiant_one!_With_your_permission,_I_was_thinking_that_I_might_pay_a_visit_to_the_dales_near_{s17}._I_try_not_to_revisit_old_pastures,_but_I_must_confess_a_certain_curiosity_as_to_how_a_comely_shepherdess_of_my_former_acquaintance_is_getting_along._On_the_way,_I_may_attempt_to_stop_in_at_the_castle._I_suspect_that_it_would_not_be_terribly_difficult_for_me_to_charm_my_way_into_the_lord's_hall,_and_I_may_be_able_to_provide_you_with_the_latest_news_from_the_{s18}.
str_npc14_intel_mission Captain..._As_you_may_know,_I_helped_train_the_garrison_of_{s17}._One_of_their_number_has_lately_been_in_touch_with_me,_and_suggests_that_if_I_were_to_visit_him,_he_could_pass_me_information_on_events_within_the_{s18}._I_am_willing_to_do_this,_if_you_can_spare_me._While_it_is_a_great_disgrace_to_be_a_traitor,_there_is_no_dishonor_in_making_use_of_one.
str_npc15_intel_mission Captain._As_you_may_know,_I_have_for_some_time_harbored_a_wish_to_go_to_{s17},_and_study_the_masonry_--_one_of_the_finest_examples_of_the_old_Calradic_style._As_it_happens,_one_of_my_colleagues_is_currently_engaged_there_doing_repair_work_on_the_curtain_wall._While_his_sense_of_professional_obligation_I_think_would_prevent_him,_rightfully,_from_disclosing_to_me_any_weaknesses_in_its_defenses,_I_suspect_that_he_would_not_be_averse_to_offering_up_his_opinion_on_the_general_state_of_the_{s18},_if_that_is_of_interest_to_you.
str_npc16_intel_mission Oy,_Captain!_I_had_a_mind_to_pay_a_visit_to_my_old_haunts_at_{s17}._Let's_just_say_that_the_lord_and_lady_of_the_place_had_commissioned_a_certain_service_from_me,_and_had_been_a_bit_lax_about_payment._However,_a_certain_sparkly_bauble_in_the_lady's_possession_will_fit_the_bill_nicely._I_see_no_need_to_trouble_them_by_letting_them_know_about_my_visit,_but_I_could_have_a_wee_chat_with_my_old_friend_the_castle_steward,_who'll_be_letting_me_into_the_place,_about_goings-on_in_the_{s18}.
str_npc1_fief_acceptance You'd_make_me_lord_of_{s17},_Boss?_Well,_that_would_be_the_kindest_thing_that_anyone_has_ever_done_for_me_in_a_long_time._Heh._I'll_make_the_most_of_it_--_you_can_count_on_that._I_have_to_say,_though_--_I'm_not_sure_how_the_other_lords_of_this_realm_will_react,_when_they_find_old_Borcha_in_their_august_company.
