str_no_string|ŽÁDNÉ ŘETĚZCE!
str_npc15_home_description_2|A je tu ještě jedna legrační věc. Když se rhodocké země poprvé vzbouřily proti Swádům, všichni tvrdili, že už si nenechají vládnout od žádných šlechticů. Umíš si představit, jak dlouho jim to vydrželo. Jeden rhodocký náčelník z vrchoviny se usadil v Kulmaru, začal si říkat 'hrabě' a dobří páni měšťané z Jelkaly a Veluky mu museli hezky botky lízat, když chtěli prodávat své víno a samet za hranice Calradie. A když chceš, aby hrabata netropila neplechu a aby rolníci dodávali potraviny hezky do měst, místo aby je prodávali tomu, kdo nabídne nejvíc, potřebuješ taky krále, ne? A tak jsou rhodocké země jako každé jiné, jen u toho mají plno řečí o 'dávných privilegiích' a o 'svobodě'.
str_npc16_home_description_2|I tak to bylo bídné živobytí a hladových krků se našlo vždycky příliš mnoho. Vaegirský král ani khergitský chán nám to nijak neusnadňovali, z vlastních vesnic ždímali daně, na cizí podnikali nájezdy, plenili a rabovali. Jistě, neříkám, že bych byla jiná, kdybych měla hrad a vlastní armádu. Mocní si vždycky dělají, co se jim zlíbí, a chudáci dělají, co musí.
str_npc1_home_recap|Pocházím z horních stepí, mým rodištěm je {s21}.
str_npc2_home_recap|Narodil jsem se na druhé straně hor. Jsem kupec, táta byl taky kupec a dokonce i děda býval kupcem.
str_npc3_home_recap|Kdysi jsem bydlela v otcovském domě v obci zvané {s20}, ale větší část dětství jsem strávila jinde - hlavně to byl {s21}.
str_npc4_home_recap|Baronské panství mých předků leží daleko za horami, za Kuldarským průsmykem.
str_npc5_home_recap|Narodil jsem se na Vysočině, na druhé straně hor, za Tulgou, ale mám příbuzné v obci zvané {s21}.
str_npc6_home_recap|Moje rodina žije v zapadákově jménem {s21}, ale nemohl jsem je vystát.
str_npc7_home_recap|Narodila jsem se v chatrči na blatech, nedaleko od městečka zvaného {s21}.
str_npc8_home_recap|Narodila jsem se za mořem, v Nordlandu, a panství mého muže bylo také v Nordlandu.
str_npc9_home_recap|Pocházím z vaegirské domoviny na druhé straně hor, kde dříve žili všichni vaegirští šlechtici, než je císař povolal do Calradie.
str_npc10_home_recap|Narodil jsem se a vyrostl jsem v Jelkale, {bratře/sestro}, a doufám, že si tam jednoho dne koupím kousek země. Předtím bych se ale chtěl trochu rozhlédnout po světě, a tak jsem si sbalil kuši a dal jsem se na válečnictví.
str_npc11_home_recap|Narodila jsem se na voze armádního trénu a u trénu jsem taky strávila celý život. Rodiče ale pocházeli z Pravenu, takže hádám, by to pro mě byl stejně dobrý domov jako každý jiný.
str_npc12_home_recap|Připlul jsem ze zámoří. Cestuji po světě, studuji medicínu a sbírám vědomosti.
str_npc13_home_recap|Ach, tuze daleko odsud, {můj pane/má paní}. Jinak už bys o mě {slyšel/slyšela}, a v tom případě by ses {nemusel/nemusela} vyptávat.
str_npc14_home_recap|Jsem mladším synem geroiského hraběte.
str_npc15_home_recap|Pocházím z druhé strany Vysočiny. Ale v dnešní době se peníze vydělávají tady v Caldarii, zvlášť když je tvou profesí obléhání.
str_npc16_home_recap|Inu, {kapitáne/kapitánko}, narodila jsem se ve vesnici Uslum, ale mámu připravil o hospodářství jeden pletichářský strýc a musela se zadlužit u místního pána.
str_npc1_honorific|{veliteli/velitelko}
str_npc2_honorific|{pane/paní}
str_npc3_honorific|{pane/paní}
str_npc4_honorific|kapitáne
str_npc5_honorific|{playername} Bahadur
str_npc6_honorific|{kapitáne/kapitánko}
str_npc7_honorific|{kapitáne/kapitánko}
str_npc8_honorific|{playername}
str_npc9_honorific|{můj dobrý pane/má dobrá paní}
str_npc10_honorific|{bratře/sestro}
str_npc11_honorific|{hochu/holka}, totiž, chci říct kapitáne
str_npc12_honorific|{kapitáne/kapitánko}
str_npc13_honorific|ach, {slovutný/slovutná}
str_npc14_honorific|{veliteli/velitelko}
str_npc15_honorific|{kapitáne/kapitánko}
str_npc16_honorific|{kapitáne/kapitánko}
str_npc1_kingsupport_1|To je výborný nápad. Všichni tihle králové, chánové a lenní šlechtici, kteří jsou v současnosti u moci, s těmi jejich žaláři, šibenicemi a popravišti bičují, cejchují a vláčejí každého, kdo je nářkem svých dětí donucen ukrást pecen chleba. Nebo možná koně - Calradie si zaslouží něco lepšího.
str_npc2_kingsupport_1|Nu, {kapitáne/velitelko}, já tě podpořím. Myslím, že díky tobě může Calradie dostat osvíceného vládce, kterého tolik potřebuje.
str_npc3_kingsupport_1|No, {můj pane/má paní} - příliš klidu by mi to nedalo. Naše historie je plná důkazů o tom, že moc je předzvěstí zkaženosti. Nicméně musím říct, že velkorysost a spravedlnost, kterou jste jako {kapitán/velitelka} této roty {prokázal/prokázala}, mě naplňují nadějí.
str_npc4_kingsupport_1|Víš, {kapitáne/velitelko}, mám dojem, že patříš k těm {králům/královnám}, pro které bude syn z dobré rodiny, jako jsem já, vždy s pýchou v srdci dávat všanc svůj život v boji.
str_npc5_kingsupport_1|Skvělý nápad, nyní je očividné, že víš, jak vládnout lidu. Nezapomeň mu však vládnout spravedlivě...
str_npc6_kingsupport_1|Nemůžu soudit zákonný aspekt tvých zájmů. Přesto si myslím, že na rozdíl od ostatních zdejších králů dokážeš tuto zemi sjednotit. A to by mohlo zastavit tyhle nekonečné vzájemné války mezi královstvími, šlechtici a bratry, které nás všechny uvrhly v nemilost nebeské báně. 
str_npc7_kingsupport_1|Jo, povedeš si dobře. Dokážeš se vypořádat s bandity i hrdlořezy.
str_npc8_kingsupport_1|Bejrnstadská sága říká, že ten, kdo vykoná velké skutky, které překonají činy ostatních lidí stejné éry, by se měl ucházet o trůn. Musím říct, že mezi takové lidi patříš.
str_npc9_kingsupport_1|Výborně, {můj vládče/má paní}. Krví jsem Vaegir, nicméně Yaroglek se za mě v době, kdy jsem byl osudem podveden, nikdy nepostavil. Takže mu nic nedlužím a říkám 'Ať trůn připadne tomu nejudatnějšímu!' A tím můžeš být i ty, {pane/má paní}.
str_npc10_kingsupport_1|No, {bratře/sestro}, předpokládám, že bez {králů/králů a královen} to prostě nejde. A jestli jsou tu zapotřebí {králové/králové a královny}, pak ty budeš stejně {dobrým vládcem/dobrou vládkyní} jako kdokoli jiný...
str_npc11_kingsupport_1|Úžasné, to je skvělý nápad, {hochu/děvče}! Asi bychom se teď měli naučit oslovovat tě 'Výsosti' nebo 'Vaše milosti'...
str_npc12_kingsupport_1|Jsem si jist, že z vás bude dobrý král, kapitáne. Musím se pochlubit, že dokážu skvěle odhadnout povahu, a vy prokazujete milosrdenství, které dalece přesahuje snahy všech, již se nazývají panovníky.
str_npc13_kingsupport_1|To bude úžasné, {pane/má paní}! Vypráví se spousta legend o hrdinovi, který svou chrabrostí prokázal, že je hoden nosit korunu. Možná znáš baladu o Antaranovi, synu Ashbada, který povstal z prostého lidu a stal se králem Dabarahu. Nádherná píseň!
str_npc14_kingsupport_1|No, pane, řád tohoto světa byl ustanoven tam nahoře na nebesích a za běžných okolností by mě ani nenapadlo se do toho míchat. Ale také si myslím, že vládci této země jsou slabí a politováníhodní a nezaslouží si nosit titul krále. Proto je koruna k dispozici pro každého, kdo dokáže být lepším panovníkem. Jako například pro tebe.
str_npc15_kingsupport_1|Nu, pokud ti to osud dovolí, vyplácíš své muže včas. A to je to nejlepší doporučení pro získání titulu krále, jaké znám. {Prokázal/prokázala} jsi dostatek respektu k právům ostatních.
str_npc16_kingsupport_1|Proč ne, kapitáne? Jsem si jist, že dokážeš být {dobrým králem/dobrou královou} - a samozřejmě doufám, že nezapomeneš na prosté lidi, jako na příklad na mě, kteří ti zametali cestičku k trůnu.
str_npc1_kingsupport_2|Samozřejmě, veliteli. Ale rád bych ti řekl něco, co by ti mohlo pomoci získat přízeň ostatních - zejména nás, prostých občanů. Povídá se, že za starých časů každý nový císař, který se zmocnil trůnu, vyhlásil všeobecnou amnestii, při níž byli z žalářů propuštěni všichni vězni kromě těch nejtěžších zločinců. Lidé tak dostali druhou šanci - podobně jako já, veliteli.
str_npc2_kingsupport_2|Většina zdejších šlechticů - nu, řekněme, že všechny své denáry získali z peněz za nájem, nebo jako kořist drancování. Ty máš ale jisté obchodní zkušenosti a víš, co je v sázce, když je například třeba zachránit Sargoth před hladomorem, zatímco v Pravenu mají obilí nadbytek. Pokud tedy chceš, mohl bych ti získat podporu mezi kupci a měšťany z naší země.
str_npc3_kingsupport_2|Ano, můj vládče. Nicméně důrazně bych ti doporučil, abys znovu {nastolil/nastolila} starou calradijskou císařskou tradici - radu pánů a lidu složenou ze zástupců jak místní šlechty, tak vzdělaných bohatých vrstev. Ta může zamítnout jakékoli nové daně nebo i jiné tyranské záměry, které by tě náhodou pokoušely. Bylo by to pro tvé vlastní dobro, {pane/má paní}. 
str_npc4_kingsupport_2|Samozřejmě, {kapitáne/má paní}. Důležité je, abychom pro náš záměr získali i další lidi. Jak je ti jistě známo, do značné míry záleží na původu. Možná máš nějakého dlouho opomíjeného předka, o kterém zatím nepadla zmínka.
str_npc5_kingsupport_2|S radostí, Bahadure. Ale je tu něco, co bych ti jako zástupce stepního lidu měl říct. Bylo by pro nás velkým potěšením, kdybychom mohli z úst někoho, kdo by se chtěl stát chánem, slyšet, že dokáže obnovit starobylý řád. Od časů starého císaře má stepní lid právo hnát svá stáda na nové pastviny nebo na trh, a to pochopitelně i přes území, které náleží velkým vládcům této země.
str_npc6_kingsupport_2|Kéž by. Rád bych každému, kdo bude chtít naslouchat, pověděl o tvých skutcích vykonaných v zájmu slabých a bezbranných, o tvé schopnosti dovést své lidi k velkým cílům a vítězstvím. Všichni by měli vědět, že pokud usedneš na trůn, nastolíš jednotný řád a mír - od rhodockých držav po vaegirské pustiny, od náhorních stepí až po nordické pobřeží.
str_npc7_kingsupport_2|Ano, kapitáne, kéž by. K povinnostem {každého krále/každé královny} patří starost o bezpečnost cest, aby ženy mohly sbírat dříví na podpal a nosit vodu, aniž by musely potkávat uslintané zjizvené tváře psanců. Koneckonců díky tobě už popraskalo mnoho lebek takových hrdlořezů. Pokud se ty staneš {králem/královnou}, budou se všichni chlapi hodně rozmýšlet, jestli se mohou na cestě ženě byť jen podívat do očí.
str_npc8_kingsupport_2|Ráda - pod jednou podmínkou. Staň se králem v Pravenu nebo Sargothu či kdekoliv jinde. Ale já bych rád vládla své vlastní zemi. A pokud bych se měla někdy dostat do sporu s některým z tvých zemanů, ať už kvůli pozemkům, dobytku, nebo krvi, {měl/měla} bys nám umožnit pozdvihnout meče a stejně jako za starých časů nechat o tom, kdo je v právu, rozhodnout osud.
str_npc9_kingsupport_2|Rád, {sire/paní}, stejně jako ostatní. Přesto si myslím, že musíš urozeným pánům prokázat, že budeš udržovat jejich dávná práva. V současnosti v Calradii vládne zmatek, země je v rukou šlechty, tedy až na lesy, jimž vládne král. Nicméně města mají právo ponechat si vybrané daně a prostý lid může využívat pastviny každé liché úterý. To se však nevztahuje na Rivacheg, kde mohou pást ve středu. Kdo si to má pamatovat? Proto si myslím, že by bylo na místě vše zjednodušit tak, jak tomu bylo za starých časů: Nejprve {král/monarcha}, pak šlechta, pak všichni ostatní.
str_npc10_kingsupport_2|Určitě, {bratře/sestro}. Ale rád bych tě požádal o zvážení mých myšlenek. Jestli se staneš {králem/královnou}, byl bych rád, kdyby se soudní dvůr otevřel i prostým lidem, ne jen pánům s modrou krví. Chtěl bych, aby se tvá vláda proslavila tím, že spravedlivě posoudí jakýkoli spor bez ohledu na to, koho se týká. V současnosti má takové právo pouze šlechta. Já si však myslím, že stejné právo by měl mít každý obyvatel Calradie.
str_npc11_kingsupport_2|Samozřejmě, ráda! Ukaž mi svou ruku... Aha! Máš 'znamení králů.' Tak tomu říkáme v Pravenu. V Suno se to údajně jmenuje 'čára císaře', ale oni tam stejně říkají všemu jinak. Bez ohledu na to je tvá čára velmi dlouhá. Dalo by se říct, že to znamená, že ti osud přichystal cestu vládce! Myslím, že nějaké takové proroctví existovalo. Hmm, jak to tenkrát bylo...
str_npc12_kingsupport_2|Samozřejmě, kapitáne. Ale jestli jsem se při svých cestách touto zemí něčemu naučil, pak tomu, že Caldariané silně lpí na tradicích. Vše se řídí tím, jak se k problémům přistupovalo za staré říše. A to i přesto, že číst ve staré calradštině tak, aby rozuměl kronikám, dokáže maximálně každý stý obyvatel! Velučtí kupci provdávají dcery podle starého 'říšského' obřadu. Rivachegští pastevci stloukají 'říšské' máslo. A pochopitelně každý vládce musí být korunován podle 'říšského' práva.
str_npc13_kingsupport_2|Samozřejmě, můj vládče. A také, jak jsme se dozvěděli z legendy o Antaranovi, nemůže uškodit, když se během ucházení o trůn tvé skutky stanou předmětem eposů recitovaných u táborových ohňů i krbů. Jak dozajisté víš, rád takové verše skládám.
str_npc14_kingsupport_2|Samozřejmě rád, pane. Podle mě dokážeš tuhle zemi sjednotit a pak budeme schopni postavit armádu, jakou Calradia neviděla po mnoho generací. Swádští pikenýři, vaegirští lučištníci, rhodočtí kopiníci, sarranidští šermíři, nordičtí sekerníci a khergitští harcovníci. S celým vojskem přejdeme hory a podrobíme si veškeré země, kterým kdy calradijští císaři vládli.
str_npc15_kingsupport_2|Rád. Někdo by mohl namítat, že v tvých žilách nekoluje královská krev. Ale co jsem mohl až dosud vidět, královská krev pouze dělá z lidí lakomce. Králové a šlechta si půjčují, kde můžou, aniž by se starali o to, z čeho zaplatí všem těm prostým lidem, kteří očekávají, že za poctivou práci dostanou poctivě najíst. Podle mě {krále/královnu} nedělá dobrý rodokmen, ale čestné úmysly.
