str_no_string|NINCS SZÖVEG!
str_npc1_home_description_2|Velünk, földművesekkel eléggé elnézőek, nem sok adót vetnek ki ránk - nem mintha amúgy ki tudnánk fizetni. A földet a legtöbb termény nem szereti. Igazából csak lótenyésztésre jó, és arra is csak az év egyik felében, télen, az esők után, nyáron visszaterelik a ménest a hegyek közé. A hegyek mögül érkező karavánok fűszereket hoznak Tulgába, de mi, lent a falvakban, abból a pénzből nem sokat látunk.
str_npc2_home_description_2|Felpakoltam sáfránnyal, fahéjjal, szegfűszeggel, borssal s más fűszerekkel, no meg egy ládányi dénárral. Úgy számoltam, vehetek majd vásznat, szőrmét, bársonyt, vasat és gyapjút, és plusz lovakat, melyekkel az árut visszaviszem, de nem kalkuláltam a khergitekkel, akik nem veszik jó néven, ha valaki belepiszkít a monopóliumukba.
str_npc3_home_description_2|A költők Velucát úgy nevezik: az édenkert, és ez egyszer úgy vélem, nem túloznak.
str_npc4_home_description_2|Azt kérded, honnan tudom mindezt? Nos... engem egyszer elfogtak, váltságdíj reményében, de sikerült megszöknöm. Ez minden, amit elmondhatok.
str_npc5_home_description_2|Ám tudod, hogy mennek a dolgok. Atyám nemzedéke kemény harcosokból állt, a hegyeken túli hideg országokból, de a miénk a városok házaiban lakik, birtokai vannak, s több időt tölt kereskedéssel, mint az íjászat gyakorlásával. A következő nemzedék már elpuhult lesz a velucai bortól, s meglásd, az első jöttment hegyi bandita csapat elveszi földjeiket. Így volt ez mindig, s így lesz ezután is.
str_npc6_home_description_2|Mi, sunói férfiak, a sértéseket nem feledjük, és megbosszuljuk a minket ért sérelmeket. Kétségkívül a régimódi calradiai becsület a felelős mostani szörnyű helyzetemért. De mindennek ellenére büszkén vallom magam idevalósinak. Urunk a swadiai király vazallusa Pravenben, ám ami minket illet, úgy tartjuk, ő csak egy barbár törzsfőnök a többi közül, s mi vagyunk a Birodalom igazi örökösei.
str_npc7_home_description_2|Megengedték, hogy a folyóban halásszunk, disznót hizlaljunk a nádasban, és termesszünk, amit csak tudunk a saját parcellánkban, de a földeken csak lent termeszthettünk, melyet Sargothba vittek, ott szőttek vásznat belőle. Így aztán mindig éhesek voltunk s gyöngék, és nem volt soha merszünk fellázadni.
str_npc8_home_description_2|A szkaldok meséi mindenesetre okot adtak arra Gundignak, hogy hadsereget toborozzon - megjegyzem, nem mintha nekünk, nordoknak erre okot kellene adni. Áthajózott a tengeren, összegyűjtötte a calradiai nordokat a zászlaja alá, és bemasírozott a Rivacheg-szirtre. A vaegirek megölték, s a hullámok közé dobták zászlaját. De a nordok tovább masíroznak, s egy napon egész Calradia a miénk lesz.
str_npc9_home_description_2|Ahogy a nordok magukhoz szólíthatták az övéiket a tengeren túlról, úgy hívathatta át  a vaegir király népét a hegyek mögül. Ha atyám nem tagad ki, magam is hűbéresküt tettem volna Reyvadin urának. De örökrészemmel együtt csökkent kötelességtudatom is, s ez a vaegir király vesztesége.
str_npc10_home_description_2|Eperfákat nevelünk, melyeken selyemhernyót tenyésztünk és karmazsintetűt a selyem színezésére, amit Jelkalába viszünk, hol a legnemesebb bársonyt szövik belőle - nem mintha valaha is lett volna elég dénár a zsebemben ahhoz, hogy bársonyt vegyek magamnak. De a jelkalai mesteremberek jó számszeríjakat is készítenek, ezért aztán nem irigylem tőlük ezt a kis fényűzést.
str_npc11_home_description_2|A swadiai király azt állítja, Praven volt Calradia legnagyobb városa a Birodalom idején, s manapság ezért kell uralkodnia az egész ország felett. Tudnod kell, {uram/hölgyem}, nem nagyon érdekel a politika - elláttam minden sereget, mely átvonult Calradián, s elárulhatom, egy kétszersültet sem adtam egyiknek sem, míg nem éreztem a hűvös, kemény dénárt a tenyeremben. Hogy miért nem tudják kifizetni számláikat e hatalmas királyok és nemes urak, elképzelni sem tudom. De túl sokat locsogok, ugye?
str_npc12_home_description_2|A méreg és az orvosság közti különbség az adagolásban rejlik. Ezt elmondhatod mindenkinek, kivel találkozol, s tedd hozzá, hogy először a Nagy Jeremustól hallottad! Az emberek azt hiszik, hogy minden, mit tudni illik, papírra lett vetve Ó-Calradia idejében, de elárulhatom, kétszer annyit tanulhatsz a falusi bábáktól és a természet gondos tanulmányozásából, mint az egész birodalmi könyvtárból. Ezért hajítottak ki az egyetemről, bár ez így visszatekintve inkább áldás volt. Bárhogy is, talpra állítottam az almerrai vár urát, s ő megajándékozott engem egy zacskó arannyal, s egy frissen felakasztott bűnöző holttestével. Hah! Ha arra gondolok, mennyit kellett talpalnom az egyetemi évek alatt, míg egy felboncolható alanyhoz juthattam!
str_npc13_home_description_2|Végül el kellett jönnöm, és néha azon tűnődöm, lehet, hogy egy fiúcska kapaszkodik a nyakába, amint reggelente felfelé tereli a teheneket a legelőre. Csábított a gondolat, hogy megkeressem - de nem, nem, soha ne nézz hátra!  
str_npc14_home_description_2|Ha bárki valaha is egyesíteni akarná ezt a mi kis országunkat, azonnal elszegődnék hozzá, ingyen. Összeraknék egy sereget rhodok lándzsásokkal, nord gyalogosokkal a szárnyakon, elöl vaegir íjászokkal, magammal vinnék pár khergit felderítőt, hogy megtalálják és lekössék az ellenséget, és pár swadiai pikást, hogy elintézzék őket. Átvinném ezt a sereget a hegyeken, és az egész világot térdre kényszeríteném Calradia előtt... Persze, ezt akarták a Császárok is, és a végén a törzsek elfoglalták a Birodalmukat.
str_npc15_home_description_2|És most jön a legjobb rész. Amikor a rhodokiak először fellázadtak a swadiaiak ellen, azt mondták, nem hagyják, hogy bármilyen nemes úr uralkodjon rajtok. Képzelheted, meddig tartott ez! Az egyik rhodoki hegyi törzsfőnök becsücsült Culmarrba, kinevezte magát 'grófnak', és Jelkala s Veluca derék polgárainak a földig kell alázkodnia előtte, ha a borukat és bársonyukat Calradián kívül akarják eladni. S ha azt akarod, hogy a grófok ellenőrizve legyenek, a parasztok meg ellássák a városiakat élelemmel ahelyett, hogy a legtöbbet ígérőnek adnák el azt, királyra is szükséged van, nem igaz? A rhodokiak ugyanolyanok, mint bárki más, bármit is süketelnek az 'ősi kiváltságokról' és a 'szabadságról'.
str_npc16_home_description_2|Mégis, silány élet volt ez, és mindig túl sok az éhes száj. A vaegir király és a khergit kán nem tette könnyebbé az életünket, a hozzájuk tartozó falvakat adóval nyomorgatták, a többit fosztogatták. Persze nem mondom, hogy én másként cselekednék, ha saját váram és seregem lenne. Az erős azt teheti, amit akar, a gyenge pedig azt, amit muszáj.
str_npc1_home_recap|A felső sztyeppéről származom, {s21} közeléből.
str_npc2_home_recap|A hegyeken túl születtem. Kereskedő vagyok, kereskedő volt az apám, s kereskedő a nagyapám is.
str_npc3_home_recap|Atyám házában éltem {s20} városában, de gyermekkorom színhelye {s21} volt.
str_npc4_home_recap|Ősi báróságunk a hegyeken túl fekszik, által a Culdarr-hágón.
str_npc5_home_recap|A hegy túloldalán, a felföldeken születtem, Tulgán túl, de {s21} városában is élnek rokonaim..
str_npc6_home_recap|Családom {s21} városában él, de nem merek a szemük elé kerülni.
str_npc7_home_recap|Egy kunyhóban születtem a lápvidéken, {s21} közelében.
str_npc8_home_recap|A tengerentúl születtem, Nordlandon, s férjem is odavalósi volt.
str_npc9_home_recap|A hegyek mögül, a vaegir anyaföldről származom, hol a vaegir urak éltek, mielőtt a Császár Calradiába hívta őket.
str_npc10_home_recap|Jelkalában születtem és nőttem fel, {testvérem/nővérem}, és remélem, egy napon vehetek majd egy kis földet ott. De előbb szerettem volna egy kicsit világot látni, így fogtam a számszeríjamat, s elindultam, hogy harcoljak.
str_npc11_home_recap|Egy sereg kíséretében születtem, s ott is éltem le egész életemet. Ám az enyéim Pravenből származnak, így úgy vélem, az épp annyira otthonom, mint bármely más város.
str_npc12_home_recap|A tengeren túlról jöttem, hogy a világot bejárva orvosi tudásomat gyarapítsam.
str_npc13_home_recap|Oh, távol innen, {uram/hölgyem}, bár bizonyára hallottál már rólam, és nem szükséges ily kérdéseket feltenned.
str_npc14_home_recap|A geroai gróf legkisebb fia vagyok.
str_npc15_home_recap|A hegyeken túlról származom, de Calradia, ahol a pénz terem, ha az ember az ostromgépekben érdekelt.
str_npc16_home_recap|Nos, kapitány, Uslum faluban születtem, de anyám elveszítette földjét egy álnok rokon mesterkedése miatt, s egy közeli hűbérúr rabigájába kellett hajtania fejét.
str_npc1_honorific|főnök
str_npc2_honorific|{uram/hölgyem}
str_npc3_honorific|{uram/hölgyem}
str_npc4_honorific|kapitány
str_npc5_honorific|{playername} bahadur
str_npc6_honorific|kapitány
str_npc7_honorific|kapitány
str_npc8_honorific|{playername}
str_npc9_honorific|{nemes úr/nemes hölgy}
str_npc10_honorific|{testvérem/nővérem}
str_npc11_honorific|{Kissrác/Kislány} - akarom mondani, kapitány
str_npc12_honorific|kapitány
str_npc13_honorific|óh, jó vitéz
str_npc14_honorific|parancsnok
str_npc15_honorific|kapitány
str_npc16_honorific|kapitány
str_npc1_kingsupport_1|Remek ötlet, főnök. Mind a sok király és kán és földesúr, aki ma uralkodik, tömlöceikkel,akasztófáikkal és vérpadjaikkal, mindenkit megbotoztatnak, máglyára vetnek, vagy felakasztanak, akit arra késztet gyermekei sírása, hogy lopjon egy vekni kenyeret, esetleg egy lovat... Calradia jobbat érdemel.
str_npc2_kingsupport_1|Nos, kapitány, támogatnálak. Úgy vélem, te olyan felvilágosult uralkodója lennél Calradiának, akire már régóta szükség van.
str_npc3_kingsupport_1|Nos, uram, aggódom érted. Történelmünk azt mutatja, hogy a hatalom romlottá tesz. Ám végül megnyugtat kegyességed és ítélőképességet, amit e társaság kapitányaként tanúsítasz.
str_npc4_kingsupport_1|Nos, kapitány, úgy vélem, te lennél az a {király/királynő}, akit az ilyen előkelő úriemberek, mint jómagam büszkén követnének a csatába.
str_npc5_kingsupport_1|Remek ötlet, Bahadur, megmutattad, hogy tudod, hogy kell irányítani az embereket. Azt azért mindig tartsd szem előtt, hogy mindezt igazságosan tedd...
str_npc6_kingsupport_1|Nem tudom megítélni követelésed jogosságát, ugyanakkor azt gondolom, hogy más királyokkal ellentétben te képes lehetsz egyesíteni az országot, és az végre véget vetne ezeknek a vég nélküli háborúknak, amelyeket királyok vívnak királyok ellen, nemesek nemesek ellen, fivérek agymás ellen, és amely az ég szemében szégyent hozott fejünkre.
str_npc7_kingsupport_1|Igen, jól fogod csinálni. Tudod,, hogy kell bánni a zsiványokkal és útonállókkal.
str_npc8_kingsupport_1|Bjernstad mondája szerint az a férfi nyerheti el a trónt, aki nagy tetteket hajt végre, szemben kortársaival. Szerintem te ilyen vagy. 
str_npc9_kingsupport_1|nagyszerű, uram. Én vérem szerint vaegir vagyok, de Yaroglek nem állt ki értem, amikor kicsalták tőlem örökségemet, így azt hiszem, semmivel sem tartozom neki, és azt mondom: legyen a trón a legvitézebbé! Ez pedig te vagy, {uram/hölgyem}.
str_npc10_kingsupport_1|Nos, {fivérem/nővérem}, úgy vélem, {királyoknak/királyoknak és királynőknek} mindig lenniük kell, és ha lenniük kell, akkor te is pont olyan jó {király/királynő} lennél, mint bármelyik.
str_npc11_kingsupport_1|No, ez egy remek ötlet, {cimbora/leány}! Azt hiszem, meg kell tanulnom, hogy eztán csak Őfelségének, vagy Őkegyelmének szólíthatlak majd...
str_npc12_kingsupport_1|Biztos vagyok abban, hogy jó király lennél, kapitány. Azzal áltatom magam, hogy jól meg tudom ítélni az embereket, és te olyan könyörületes vagy, ami messze meghaladja azokat, akik uralkodóknak nevezik magukat.
str_npc13_kingsupport_1|Az szép lenne, {uram/úrnőm}! Sok mese szól oly hősökről, akik bátorságukkal bizonyították, hogy méltók a korona viselésére. Talán ismered az antarai fiú,  Ashdab dalát, aki az ismeretlenségből emelkedett Dabarah királyává. Pompás mese!
str_npc14_kingsupport_1|Nos, uram, az egek állították fel világunk rendjét, és rendesen nem szívlelném a trónbitorlást. De azt is vallom, hogy földünk királyai gyenge és szánalmas népség, akik nem méltóak a királyi címre és inkább egy jobb uralkodónak kellene adnunk a koronát, olyannak, mint te vagy.
str_npc15_kingsupport_1|Hát, általában időben kifizeted embereidet, ha tudod,. Ez a királyság legfontosabb fokmérője az én olvasatom szerint. Tiszteled mások jogait.
str_npc16_kingsupport_1|Miért ne, kapitány? Biztosan jó {király/királynő} lennél, és remélem majd emlékezni fogsz a magamfajta kisemberekre, akik segítették trónra vezető utadon.
str_npc1_kingsupport_2|Még szép, főnök. De azt is elmondom, mi állít másokat az ügyed mellé, különösen minket, a szegényeket. Azt beszélik, a régi időkben minden új császár, aki trónra került, közkegyelmet hirdetett minden börtöneiben raboskodónak, kivéve a legmegátalkodottabbakat, ezzel adva második esélyt arra, hogy váljanak valamivé, pont úgy, ahogy te is esélyt adtál nekem, főnök. 
str_npc2_kingsupport_2|E föld legtöbb főura... nos, mondjuk úgy, sosem fogott a kezében olyan dénárt, amit nem bérleti díjként szedett be, vagy fosztogatás során zsákmányolt. Másfelől viszont, neked van némi kereskedelmi tapasztalatod abban, milyen erőfeszítés kell ahhoz, illetve milyen kockázatokkal jár az, hogy biztosítsd, az emberek ne éhezzenek Sargothban, amikor Pravenben a bőség zavarával küzdenek, példának okáért... Ha kívánod kapitány, úgy vélem, találnék neked támogatókat a birodalom kalmárai és polgárai között.
str_npc3_kingsupport_2|Persze, uram. De erősen ajánlom, hogy eleveníts fel egy régi calradiai birodalmi hagyományt: a főurak és a közemberek tanácsa, amelynek tagjai az ország nemesemberei és tanult birtokosok voltak, bármilyen új adót, vagy kísértést jelentő zsarnoki intézkedést megsemmisíthetett. Ez a saját javadat is szolgálná {uram/úrnőm}. 
str_npc4_kingsupport_2|Persze, {kapitány/úrnőm}. Most már az lesz szép feladat, hogy megnyerj magadnak másokat. Mint azt tudod, az ember vérvonala sok mindent meghatároz. Talán neked is van olyan régi ősöd, akiről még nem szóltál volna?
str_npc5_kingsupport_2|Igen, Bahadur, úgy van. De mondanom kell valamit a pusztai emberek nevében, amilyen én magam is vagyok. Nagy örömmel töltene el minket, ha egy kánjelölt szájából hallanánk, hogy visszaállítja az egyik ősi jogot. A régi császárok korában a pusztai embereknek joguk volt nyájukat új legelőkre, vagy piacra vinni, amiben szükségszerűen benne foglaltatott az is, hogy átkelhettek a nagy uraságok földjein is.
