dlga_lord_start:close_window.1|Úgy hallottam, megszabadultál attól a pimasz kereskedőtől, ki oly sok fejfájást okozott nekem. Úgy látom, nem félsz bepiszkolni a kezed, hm? Tetszenek az ilyen {férfiak/nők}. Tessék a jutalmad. Ne feledd, {playername}, maradj mellettem, és akkor hosszú-hosszú út áll még előttünk.
dlga_lord_start:close_window.2|Ó, te vagy az! Világosíts fel, hogy az ördögbe lehet elveszíteni egy harcot egy vacak, senkiházi kereskedővel szemben? Komolyan, ha az őreimnek valaha is meg akarom majd tanítani, hogyan essenek el, és haljanak meg, hozzád fogok fordulni. Hagyj magamra, {playername}, dolgom van.
dlga_lord_start:lord_kill_local_merchant_let_go|Te! Tán fűrészpor van az agyad helyén? Úgy gondoltad, amikor azt mondom, öld meg a kereskedőt, úgy értettem, társalogj el vele, aztán engedd elmenni? Mi ütött beléd?
dlga_lord_kill_local_merchant_let_go:lord_kill_local_merchant_let_go_2|Uram, gondoskodtam róla, hogy ne lépjen fel ellened.
dlga_lord_kill_local_merchant_let_go_2:lord_pretalk|Badarság. El kellett volna távolítanod, nem pedig prédikálni neki, aztán útjára engedni. Ajánlom, hogy úgy legyen, ahogy mondtad, különben mindketten megbánjátok. Nesze, a megígért pénz fele. Egy szót se, {playername}, örülhetsz, hogy egyáltalán ennyit kapsz. Nincs sok hasznom az olyan emberből, ki nem követi a parancsokat.
dlga_lord_start:lord_follow_spy_completed|Csodás munka, {playername}! Elkaptad a kémet és a megbízóját is, épp, ahogy reméltem, és mindketten tömlöcöm mélyén várják, hogy kifaggassuk őket. A kínvallatóm dolgos éjszaka elé néz! Bárhogy is, nagyon meg vagyok elégedve a sikereddel, {playername}, és elismerésem jeléül átnyújtom e zacskó pénzt.
dlga_lord_start:lord_follow_spy_half_completed|A pokolba is! KÉT foglyot kértem, {playername} - amit hoztál, azzal szinte semmit nem tudok kezdeni! Amit a kém tudott, azt én is tudom, nekem a megbízója kellett volna. Nesze, félmunka félpénzt ér. Vedd el, és ne is lássalak!
dlga_lord_start:lord_follow_spy_half_completed.1|Két foglyot kértem tőled, {playername}, nem egyet. Kettőt! Ám úgy vélem, a kém megbízóját fogtad el, a kettő közül a fontosabbat. A kém nem mer majd visszatérni ide, és elég használhatatlan lesz, akárkinek az alkalmazásában is állt. Ez jobb, mint a semmi. Azonban megértheted, a megígért jutalomnak csak a felét fizethetem ki, hiszen ez csak fél siker.
dlga_lord_start:lord_follow_spy_failed|Komolyan, {playername}, teljességgel használhatatlan vagy! Az hogy SEM a kémet, SEM a megbízóját nem tudtad elkapni, a kudarc elképesztően új mélységeit tárja fel. Felejts el minden jutalmat, amit ígértem neked! Semmit nem érdemelsz meg!
dlga_lord_follow_spy_half_completed:lord_pretalk|Megtettem, ami tőlem telt.
dlga_lord_follow_spy_completed:lord_pretalk|Köszönöm.
dlga_lord_follow_spy_failed:lord_pretalk|Hm. Ahogy gondolod.
dlga_lord_start:lord_generic_mission_completed.2|Pompás munka, {playername}! Minden jobbágy farkát behúzva tért vissza, és szorgosan készülnek az aratásra. Bizonnyal megérdemelted a jutalmadat. Tessék, fogadd el, dicséretemmel együtt.
dlga_lord_start:lord_bring_back_runaway_serfs_failed|{playername}. Türelmesen várok jobbágyaimra, de még egy sem tért vissza. Van erre valami magyarázatod? Túl járt az eszeden pár egyszerű földtúró, vagy simán csak alkalmatlan vagy? Vagy tán összeszűrted a levet ellenségeimmel, hogy tönkretegyél...
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1a|Bocsáss meg, de azok a jobbágyok úgy siklottak ki a kezemből, mint az angolna.
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1b|Talán ha jobban bántál volna velük...
dlga_lord_bring_back_runaway_serfs_failed_1a:lord_pretalk|Hm, ez elég gyenge kifogás a kudarcra, {playername}. És most ha megbocsátasz, mennem kell új embereket toborozni a földekre, mielőtt mind éhen halunk.
dlga_lord_bring_back_runaway_serfs_failed_1b:close_window|Hah, kibújt a szög a zsákból, te áruló! Szavaid pontosan illenek tetteidhez. Soha nem lett volna szabad megbíznom benned.
dlga_lord_start:lord_runaway_serf_half_completed|Csalódást okoztál, {playername}. Három csoport jobbágy visszahozásával bíztalak meg. Három. Nem {reg3}. Úgy vélem, azoknak, akik visszatértek, most kétszer annyit kell dolgozniuk, azok helyett is, akik elszöktek. Ami a jutalmadat illeti, {playername}, csak azokért a jobbágyokért fizetek, akik visszajöttek, a többiért, akiket futni hagytál, nem. Nesze. Vedd el, és ezzel zárjuk le ezt az ügyet.
dlga_lord_runaway_serf_half_completed:lord_pretalk|Köszönöm, {s65}. Igazán nagylelkű vagy.
dlga_lord_runaway_serf_half_completed:lord_pretalk.1|Áh, csak az időmet vesztegettem!
dlga_lord_start:lord_deal_with_bandits_completed|Hallom, felszámoltad a banditákat {s5} falvamban. Tudd, kérlek, hogy ezért nagyon hálás vagyok. Engedd meg, hogy kifizessem hadjáratod költségeit. Tessék, remélem, ez a(z) {reg4} dénár elegendő lesz.
dlga_lord_deal_with_bandits_completed:lord_pretalk|Nem probléma, {s65}.
dlga_lord_deal_with_bandits_completed:lord_pretalk.1|Örömmel voltam szolgálatodra.
dlga_lord_deal_with_bandits_completed:lord_pretalk.2|Gyerekjáték volt.
dlga_lord_start:lord_pretalk.1|A fenébe is, {playername}. Úgy hallottam, nem tudtad elkergetni a banditákat {s5} falvamból, és miattad most az egész település romokban hever. Mindenki azt állította, hogy jó képességű harcos vagy, de úgy tűnik, tévedtek.
dlga_lord_start:lord_deliver_cattle_to_army_thank|Ó, {playername}! Az ellátótisztem értesített, hogy leszállítottál {reg13} marhát, ahogy kértem. Le vagyok nyűgözve.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk|Nem probléma.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.1|Örömmel voltam szolgálatodra.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.2|Gyerekjáték volt.
dlga_lord_start:lord_scout_waypoints_thank|Remek felderítést végeztél, {playername}. A küldöncöm épp befutott a jelentéseddel {s13}, {s14} és {s15} helységeiről. Gratulálok!
dlga_lord_scout_waypoints_thank:lord_pretalk|Nem volt nehéz feladat.
dlga_lord_scout_waypoints_thank:lord_pretalk.1|Nincs, amit ne tudnék elintézni.
dlga_lord_scout_waypoints_thank:lord_pretalk.2|Örömömre szolgált, {s65}.
dlga_lord_start:lord_mission_told_deliver_cattle_to_army|A hadsereg ellátmánya túl gyorsan fogy, {playername}. Szeretném, ha leszállítanál nekem {reg3} marhát, csapataim élelmezésére. Nem nagyon érdekel, honnan szerzed be, csak hozd őket, amilyen gyorsan csak tudod.
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_accepted|Rendben van, felhajtok pár marhát.
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_rejected|Sajnálom uram, más terveim vannak.
dlga_lord_mission_told_deliver_cattle_to_army_accepted:close_window|Remek! Tudod, mi a feladat, {playername}, indulj hát! Minél előbb szükségem van azokra a jószágokra.
dlga_lord_mission_told_deliver_cattle_to_army_rejected:close_window|Ez... sajnálatos, {playername}. Akkor találnom kell valakit, aki elvállalja a feladatot. Kérlek, menj most, dolgom van.
dlga_lord_start:lord_pretalk.2|Köszönjük, hogy válaszoltál a felhívásra, {playername}. Ugyanakkor, mivel békében élünk, nincs szükségünk szolgálataidra. Fordítsd figyelmed más ügyeidre! 
dlga_lord_start:lord_report_to_army_asked|Ó, végre megérkeztél, {playername}! Már nagyon vártunk. Remélem, veled van a megfelelő létszámú és tapasztalatú csapat.
dlga_lord_report_to_army_asked:lord_report_to_army_completed|Egy csapat kiváló, edzett katona van velem, készen arra, hogy csatlakozzon hozzád.
dlga_lord_report_to_army_asked:lord_report_to_army_continue|Még nincs ki a létszám. Több időre van szükségem.
dlga_lord_report_to_army_completed:close_window|Nagyszerű. Hamarosan indulunk. Nos, te igazságos {embernek/asszonynak} tűnsz, és bízunk abban, hogy minden szükségeset megteszel a hadjáratunk sikeréért. Nem követeljük meg, hogy közel maradj, és nem tartunk vissza, ha úgy gondolod, hogy erőidet máshol hasznosabban tudod bevetni. De ha velünk maradsz, támogatsz minket a csatában, azért nagyon hálásak leszünk. Talán külön feladatokkal is megbízunk.
dlga_lord_report_to_army_continue:close_window|Akkor jobb lesz, ha igyekszel. Hamarosan indulunk a háborúba, és minden használható emberre szükségünk lesz.
dlga_lord_start:lord_mission_told_scout_waypoints|Önkéntesre van szükségem, aki felderíti a területet. Híján vagyunk az információnak, és jobban át kell látnom a helyzetet, mielőtt lépek. Azt szeretném, ha elmennél {s13}, {s14} és {s15} helységekbe, és jelentenéd, mit tapasztaltál.
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_accepted|Megtaláltad az önkéntesed, uram.
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_rejected|Attól tartok, vissza kell utasítanom.
dlga_lord_mission_told_scout_waypoints_accepted:close_window|Remek, {playername}. Egyszerűen haladj el {s13}, {s14} és {s15} mellett, és figyeld meg, mi a helyzet. Jegyezd fel, ha találsz valamit, és térj vissza, amilyen gyorsan csak tudsz.
dlga_lord_mission_told_scout_waypoints_rejected:lord_pretalk|Hm. Csalódott vagyok, {playername}. Nagyon csalódott. Később beszélünk, most keresnem kell valakit, aki elvégzi számunkra a felderítést.
dlga_lord_generic_mission_thank:lord_generic_mission_completed|Nagyon sokat segítettél, {playername}. Köszönöm!
dlga_lord_generic_mission_completed:lord_pretalk|Megtiszteltetés volt szolgálatodra lenni.
dlga_lord_start:lord_pay_debt_2|Azt hiszem, tartozol nekem {reg1} dénárral, {playername}. Szándékodban áll kifizetni az adósságodat mostanában?
dlga_lord_pay_debt_2:lord_pay_debt_3_1|Ezért jöttem, {s65}. Tessék, az összes dénár, amivel tartozom.
dlga_lord_pay_debt_2:lord_pay_debt_3_2|Sajnos szűkében vagyok az anyagiaknak. De hamarosan fizetek.
dlga_lord_pay_debt_3_1:lord_pretalk|Ó, nagyszerű. Becsületes ember vagy, {playername}. Elégedett vagyok, a teljes adósságodat leróttad.
dlga_lord_pay_debt_3_2:lord_pretalk|Nos, ne várakoztass sokáig.
dlga_lord_start:lord_start.1|Apropó, remélem, lesz alkalmad találkozni {s11} gyermekemmel, kinek neve {s14}.
dlga_lord_start:lord_start.2|Apropó, biztos vagyok benne, hogy {s11} gyermekem, {s14} örömmel fogadná, ha meglátogatnád. Lakosztályában vár téged.
dlga_lord_start:lord_buy_prisoner|Úgy hallom, elfogtad ellenségünket, és {s3} veled is van. Ha meg akarsz szabadulni tőle, adok érte {reg6} dénárt. Persze megvárhatod, míg a családja kifizeti a váltságdíjat, de ki tudja, mennyi ideig fog az tartani, nem igaz?
dlga_lord_buy_prisoner:lord_buy_prisoner_accept|Elfogadom az ajánlatodat. {s3} nálad marad, {reg6} fejében.
dlga_lord_buy_prisoner:lord_buy_prisoner_deny|Attól félek, nem tudom elfogadni az ajánlatodat.
dlga_lord_buy_prisoner_accept:lord_pretalk|Pompás! Tessék, {reg3} dénár, ahogy ígértem. Küldök pár embert, hogy azonnal a tömlöcünkbe vezessék.
dlga_lord_buy_prisoner_deny:lord_pretalk|Hm. Ahogy gondolod, {playername}, de jobb ajánlatot nem fogsz kapni. Fogadd el.
dlga_lord_start:lord_talk|Emelem poharam az egészségedre, {playername}! Kedves tőled, hogy meghívtál bennünket az alkalomra. Nos, miről van szó?
dlga_lord_start:lord_talk.1|Egészségedre, {felség/felség}! Uralkodj sokáig! Mi a parancsod?
dlga_lord_start:lord_talk.2|Mi az ajánlatod?
dlga_lord_start:lord_talk.3|Üdvözöllek kastélyomban e nagyszerű alkalomból. Mégis, mi is az?
dlga_lord_start:lord_talk.4|Emeljük {s5} itallal teli poharunk vendéglátónk, {s4} egészségére. Igen, mi az?
dlga_lord_talk:offer_gift_quest_complete|Megvannak a(z) {s4} ajándékához szükséges anyagok.
dlga_offer_gift_quest_complete:close_window|Á, hadd nézzem őket. Ez remélhetőleg feloldja a kettőtök közötti vitát. Majd beszélned kellene {reg4?vele:vele},hogy lásd, sikerrel jártam-e.
dlga_lord_talk:intrigue_quest_state_complaint|Uram, szeretnék veled bizalmasan közölni valamit. Az egyik vazallusodról van szó.
dlga_intrigue_quest_state_complaint:lord_pretalk|Bármit is akarsz mondani, kérlek, várj vele, míg magunkra nem maradunk.
dlga_intrigue_quest_state_complaint:intrigue_quest_state_complaint_plyr|Mi az? Nagyra tartom véleményed, de remélem nem csak vitát próbálsz gerjeszteni vazallusaim között. 
dlga_intrigue_quest_state_complaint_plyr:lord_intrigue_quest_complaint_stated|Hűbéruram, vazallusaid úgy tartják, hogy {s4} egy {s5}, és csak teher birodalmad számára
dlga_intrigue_quest_state_complaint_plyr:lord_pretalk|Ami azt illeti, nagyuram, ne törődj vele.
dlga_lord_intrigue_quest_complaint_stated:lord_pretalk|Hmm... Rossz ezt hallani. Bár sosem bátorítom arra hűbéreseim, hogy rosszat szóljanak egymásról, nagyra tartom véleményedet.  Talán kétszer is meg kellene gondolnom, mielőtt újabb birtokot, vagy tisztséget adományozok {s4} számára.
dlga_lord_intrigue_quest_complaint_stated:intrigue_quest_state_complaint_failed|Vitát próbálsz gerjeszteni hűbéreseim között? Amellett, ami itt folyik, gondolod, azt szeretném, hogy nemeseim egymás ellen forduljanak, és kutyákként essenek egymásnak? Hadd kérdezzek rá: valaki felbujtott erre?
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_accept_blame|Jótállok szavaim igazáért, nagyuram.
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_deflect_blame|Igen, uram. {s4} bujtott fel, hogy leplezzem le {s5} viselt dolgait.
dlga_intrigue_quest_state_accept_blame:lord_pretalk|Csakugyan. Lehet, hogy jótállsz szavaidért, de inkább tartsd meg őket magadnak. Nem hagyom, hogy aláásd hű követőm, {s4} tekintélyét.  
dlga_intrigue_quest_state_deflect_blame:lord_pretalk|Ennyit erről. Hadd adjak neked egy tanácsot, {ifjú/kishölgy}. Ne ártsd bele magad mások ügyeibe. Most pedig elég ebből. 
dlga_lord_talk:lord_denounce_1|Valamit el kell mondanom neked. Elegünk van {s4}  fogásaidból.
dlga_lord_denounce_1:lord_denounce_2|Elnézést... Mit mondtál?
dlga_lord_denounce_2:lord_denounce_3|Jól hallottad. {s4}
dlga_lord_denounce_2:lord_pretalk|Ne törődj vele. Bizonyosan félreértetted.
dlga_lord_denounce_3:close_window|Miért mondasz ilyesmit? Ilyen sértést, barátságunk dacára! Mennyivel kegyetlenebb egy kés, amelyet hajdani barátom döf hátamba, mint esküdt ellenségem kardja! Nem tudom, miféle játékost játszol, de nem kívánok benne részt venni. Tágulj! Látni sem akarlak.
dlga_lord_denounce_3:close_window.1|Hm. Valóban? Ez a te véleményed, vagy valamelyik ellenségem adta a szádba e szavakat? Ne válaszolj. Nem megyek bele a játékodba. Menj és vidd magaddal intrikáidat is.
dlga_lord_denounce_3:lord_denounce_4|Nem hagyom, hogy nyilvánosan szégyeníts meg, {uram/úrnőm}. Vond vissza szavaid, vagy találkozzunk párviadalunk színhelyén. 
dlga_lord_denounce_3:lord_denounce_4.1|Erről van szó? Na, ide hallgass: kígyó vagy, egy gazfickó és - ha legközelebbi találkozónkra nem párbajunk alkalmával kerül sor - gyáva is. Erre mit felelsz? Visszavonod szavaid, vagy döntsön a kard? 
dlga_lord_denounce_4:lord_respond_to_insult_challenge_duel_confirm|Örömmel megvívok veled.
dlga_lord_denounce_4:lord_denounce_retract|Meggondolatlanul szóltam. Visszavonom szavaim.
dlga_lord_denounce_retract:lord_pretalk|Ennyit erről. Most tágulj innen.
dlga_lord_talk:lord_respond_to_insult|{s9}
dlga_lord_pretalk:party_encounter_lord_hostile_attacker_2|Elég a fecsegésből. Add meg magad, vagy harcolj!
dlga_lord_pretalk:lord_talk|Van még valami?
dlga_hero_pretalk:lord_talk|Van még valami?
dlga_lord_talk:lord_quarrel_intervention_1|Bele kívánok szólni a közted és {s11} között kialakult vitába.
dlga_lord_talk:lord_recruit_1_relation|Engedd le a kezed! Valamit el kellé mondanom neked négyszemközt.
dlga_lord_talk:lord_bandit_information|Egy csapatnyi zsiványt üldözök. A következőképpen festenek... Láttad őket?
dlga_lord_bandit_information:lord_pretalk|{s15}
dlga_lord_talk:lord_internal_politics_cur_stance|Mi a véleményed, ki legyen birodalmunk tábornagya?
dlga_lord_talk:lord_internal_politics_cur_stance.1|Mi a véleményed, ki kapja {s4} birtokát?
